comment,full_comment,negative,neutral,positive,compound,sentiment
SCHWEP,SCHWEP,0.0,1.0,0.0,0.0,Neutral
This movie would make numbers if it wasn't from Safdie lmao.,This movie would make numbers if it wasn't from Safdie lmao.,0.239,0.761,0.0,-0.4847,Negative
By now Timothée Chalamet could sell his mother or call himself a Nazi and everybody here would go: Y...,"By now Timothée Chalamet could sell his mother or call himself a Nazi and everybody here would go: Yay, Timmy! Our boy! Schwapp!",0.0,0.837,0.163,0.6458,Positive
Are you a Martin Supremist?,Are you a Martin Supremist?,0.0,1.0,0.0,0.0,Neutral
"I was kinda of skeptical cus trailers are trailers, then i remember it is a A24 one","I was kinda of skeptical cus trailers are trailers, then i remember it is a A24 one",0.112,0.888,0.0,-0.2551,Negative
All I can say is...🟧,All I can say is...🟧,0.0,1.0,0.0,0.0,Neutral
"OH YEAH!!! 
CAN’T WAIT TO SEE!!! 🏓😎","OH YEAH!!! 
CAN’T WAIT TO SEE!!! 🏓😎",0.0,0.585,0.415,0.7964,Positive
너 무 기 대 돼,너 무 기 대 돼,0.0,1.0,0.0,0.0,Neutral
Hardcore Orange,Hardcore Orange,0.0,1.0,0.0,0.0,Neutral
Multifaceted genius,Multifaceted genius,0.0,1.0,0.0,0.0,Neutral
I am like YEEEET!,I am like YEEEET!,0.0,0.518,0.482,0.4199,Positive
"*Adam Sandler voice*
CHALAME——T","*Adam Sandler voice*
CHALAME——T",0.0,1.0,0.0,0.0,Neutral
Bluh Gwyneth Paltrow no thanks,Bluh Gwyneth Paltrow no thanks,0.376,0.624,0.0,-0.3412,Negative
Tyler the creators first movie,Tyler the creators first movie,0.0,1.0,0.0,0.0,Neutral
I see they went with a deeper orange,I see they went with a deeper orange,0.0,1.0,0.0,0.0,Neutral
schwap,schwap,0.0,1.0,0.0,0.0,Neutral
"Props to the editor of this, absolutely brilliant","Props to the editor of this, absolutely brilliant",0.0,0.631,0.369,0.624,Positive
"""statistics""","""statistics""",0.0,1.0,0.0,0.0,Neutral
He really learned to play ping-pong for this role,He really learned to play ping-pong for this role,0.0,0.75,0.25,0.3947,Positive
Timmy is coming for that Oscar 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌,Timmy is coming for that Oscar 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌,0.0,1.0,0.0,0.0,Neutral
"Welp, I'm stoked!😁","Welp, I'm stoked!😁",0.0,0.68,0.32,0.5093,Positive
What other reason is there for you to watch this movie besides Timothée Chalamet?,What other reason is there for you to watch this movie besides Timothée Chalamet?,0.0,1.0,0.0,0.0,Neutral
marty supreme,marty supreme,0.0,0.217,0.783,0.5574,Positive
"When I see Tim at 0:05 - 0:10, that run reminds of Joaquin’s running with Joker💨🏓","When I see Tim at 0:05 - 0:10, that run reminds of Joaquin’s running with Joker💨🏓",0.0,0.927,0.073,0.128,Positive
"This is certainly one of the best advertising campaigns of the year, if not the decade, and I hope a...","This is certainly one of the best advertising campaigns of the year, if not the decade, and I hope all the marketers and the A24 team get a Christmas bonus, and the film itself grosses at least $200 million. It's interesting, though, that they edited it like a mix of a rap video and a gangster film, with practically no ping-pong. It's practically all mani-shots! (Sea lion!!)",0.049,0.719,0.232,0.944,Positive
just gained an arm intellectually,just gained an arm intellectually,0.0,0.375,0.625,0.6124,Positive
No,No,1.0,0.0,0.0,-0.296,Negative
damn it better live up to this hype,damn it better live up to this hype,0.233,0.517,0.25,0.0516,Positive
Marty Supreme Blimps Everywhere!!,Marty Supreme Blimps Everywhere!!,0.0,0.418,0.582,0.6351,Positive
"FFRUITIONIZED!
Marty supreme Christmas Day","FFRUITIONIZED!
Marty supreme Christmas Day",0.0,0.507,0.493,0.5983,Positive
Idk. Seems pretty bleak dont you think timmothee?,Idk. Seems pretty bleak dont you think timmothee?,0.132,0.566,0.302,0.4215,Positive
Oscar!!!,Oscar!!!,0.0,1.0,0.0,0.0,Neutral
Industry plant.,Industry plant.,0.0,1.0,0.0,0.0,Neutral
I thought this was about ping pong 😥?!,I thought this was about ping pong 😥?!,0.139,0.611,0.25,0.3903,Positive
"𝔖𝔦𝔫𝔬𝔭𝔰𝔦𝔰: Muestra el viaje de Marty Reisman, un buscavidas convertido en campeón de ping pong que se...","𝔖𝔦𝔫𝔬𝔭𝔰𝔦𝔰: Muestra el viaje de Marty Reisman, un buscavidas convertido en campeón de ping pong que se convirtio en el más veterano en ganar una competición nacional de deportes de raqueta, con 67 años.


❤ Del 1 al 10, ¿qué te pareció el tráiler?
🍿 ¿Cuál es tu opinión/predicción sobre 'MARTY SUPREME'? ¿La verás?

Te leo aquí abajo 👇",0.0,0.871,0.129,0.8771,Positive
"Es buena la película, buenas actuaciones, pero tiene un ritmo de diálogo frenético, poca pausa y sup...","Es buena la película, buenas actuaciones, pero tiene un ritmo de diálogo frenético, poca pausa y superposición de diálogos que a veces abruma. Debería haber sido un poco mas pausada.",0.0,1.0,0.0,0.0,Neutral
"Pelicula sin valores, nada recomendable,  violencia  , sin ninguna  buena enseñansa para los hijos  ...","Pelicula sin valores, nada recomendable,  violencia  , sin ninguna  buena enseñansa para los hijos       puro inrespeto",0.34,0.66,0.0,-0.802,Negative
Qué pedazo de trailer.,Qué pedazo de trailer.,0.0,1.0,0.0,0.0,Neutral
"GRAN actuación de Timothée Chalamet, también me gustaron las de Gwyneth Paltrow, Odessa A'zion, Kevi...","GRAN actuación de Timothée Chalamet, también me gustaron las de Gwyneth Paltrow, Odessa A'zion, Kevin O'Leary, Tyler, the Creator y Abel Ferrara. Lo único que le resta a la película es la banda sonora, debía ser acorde a la época que se mostraba.",0.0,1.0,0.0,0.0,Neutral
FOREVER YOUNG❤‍🔥❤‍🔥,FOREVER YOUNG❤‍🔥❤‍🔥,0.444,0.556,0.0,-0.5859,Negative
Quizás la película por la que esta vez pueda ganar el Oscar Timothée Chalamet,Quizás la película por la que esta vez pueda ganar el Oscar Timothée Chalamet,0.0,1.0,0.0,0.0,Neutral
Se ve bien,Se ve bien,0.0,1.0,0.0,0.0,Neutral
"Es un bodrio está película, super sobrevalorada.","Es un bodrio está película, super sobrevalorada.",0.0,0.606,0.394,0.5994,Positive
"Ya la vi en inglés , estuvo increíble la película, la Voya ver en español también","Ya la vi en inglés , estuvo increíble la película, la Voya ver en español también",0.0,1.0,0.0,0.0,Neutral
🌎🇪🇨😃👍🏻💓🏓,🌎🇪🇨😃👍🏻💓🏓,0.0,0.549,0.451,0.91,Positive
que ganas de verlo!!!,que ganas de verlo!!!,0.0,1.0,0.0,0.0,Neutral
